Region,Availability Zone,Resource Type,Total Remaining
cn-south-16,001/002/003/004/005,cbr.vault,9500
cn-south-16,001/002/003/004/005,ecs.cloudservers,7000
cn-south-16,001/002/003/004/005,vpc.publicips,6500
cn-south-16,001/002/003/004/005,vpc.securityGroups,7000
cn-south-16,001/002/003/004/005,rds.nodes,6000
cn-south-16,001/002/003/004/005,bms.servers,5500
cn-south-16,001/002/003/004/005,vpc.vpcs,7000
cn-south-17,001/002/003/004,rds.instances,4000
cn-south-17,001/002/003/004,as.scalingGroups,4000
cn-south-17,001/002/003/004,vpc.bandwidths,3500
cn-south-17,001/002/003/004,evs.volumes,9000
cn-south-17,001/002/003/004,cbr.vault,3500
cn-south-17,001/002/003/004,vpc.vpcs,500
cn-south-17,001/002/003/004,vpc.publicips,6000
cn-south-17,001/002/003/004,vpc.securityGroups,2500
cn-south-17,001/002/003/004,rds.nodes,9000
cn-south-17,001/002/003/004,bms.servers,4000
cn-south-17,001/002/003/004,ecs.cloudservers,5500
cn-south-18,001/002/003/004/005,as.scalingGroups,10000
cn-south-18,001/002/003/004/005,rds.instances,6000
cn-south-18,001/002/003/004/005,vpc.bandwidths,10500
cn-south-18,001/002/003/004/005,evs.volumes,8000
cn-south-18,001/002/003/004/005,cbr.vault,7000
cn-south-18,001/002/003/004/005,vpc.vpcs,9000
cn-south-18,001/002/003/004/005,vpc.publicips,1000
cn-south-18,001/002/003/004/005,vpc.securityGroups,6000
cn-south-18,001/002/003/004/005,rds.nodes,5500
cn-south-18,001/002/003/004/005,bms.servers,3500
cn-south-18,001/002/003/004/005,ecs.cloudservers,6000
cn-south-19,001/002/003/004/005,rds.instances,3000
cn-south-19,001/002/003/004/005,as.scalingGroups,5500
cn-south-19,001/002/003/004/005,vpc.bandwidths,5500
cn-south-19,001/002/003/004/005,evs.volumes,8500
cn-south-19,001/002/003/004/005,cbr.vault,9000
cn-south-19,001/002/003/004/005,vpc.vpcs,5000
cn-south-19,001/002/003/004/005,vpc.publicips,10000
cn-south-19,001/002/003/004/005,vpc.securityGroups,7500
cn-south-19,001/002/003/004/005,rds.nodes,4500
cn-south-19,001/002/003/004/005,bms.servers,7500
cn-south-19,001/002/003/004/005,ecs.cloudservers,7000
cn-south-20,001/002/003/004/005,rds.instances,8000
cn-south-20,001/002/003/004/005,as.scalingGroups,6500
cn-south-20,001/002/003/004/005,vpc.bandwidths,9000
cn-south-20,001/002/003/004/005,evs.volumes,9500
cn-south-20,001/002/003/004/005,cbr.vault,7500
cn-south-20,001/002/003/004/005,ecs.cloudservers,6500
cn-south-20,001/002/003/004/005,vpc.publicips,4000
cn-south-20,001/002/003/004/005,vpc.securityGroups,5000
cn-south-20,001/002/003/004/005,rds.nodes,3000
cn-south-20,001/002/003/004/005,bms.servers,7000
cn-south-20,001/002/003/004/005,vpc.vpcs,4000
cn-south-21,001/002/003/004/005,rds.instances,10500
cn-south-21,001/002/003/004/005,as.scalingGroups,9500
cn-south-21,001/002/003/004/005,vpc.bandwidths,4000
cn-south-21,001/002/003/004/005,evs.volumes,14000
cn-south-21,001/002/003/004/005,cbr.vault,10000
cn-south-21,001/002/003/004/005,vpc.publicips,6000
cn-south-21,001/002/003/004/005,vpc.securityGroups,6000
cn-south-21,001/002/003/004/005,rds.nodes,8500
cn-south-21,001/002/003/004/005,bms.servers,5000
cn-south-21,001/002/003/004/005,ecs.cloudservers,6500
cn-south-22,001/002/003/004,rds.instances,1000
cn-south-22,001/002/003/004,as.scalingGroups,1000
cn-south-22,001/002/003/004,vpc.bandwidths,4500
cn-south-22,001/002/003/004,evs.volumes,4000
cn-south-22,001/002/003/004,cbr.vault,10500
cn-south-22,001/002/003/004,ecs.cloudservers,6500
cn-south-22,001/002/003/004,vpc.publicips,5000
cn-south-22,001/002/003/004,vpc.securityGroups,1500
cn-south-22,001/002/003/004,rds.nodes,2000
cn-south-22,001/002/003/004,bms.servers,9000
cn-south-22,001/002/003/004,vpc.vpcs,9000
cn-south-23,001/002/003/004/005,as.scalingGroups,9000
cn-south-23,001/002/003/004/005,rds.instances,3500
cn-south-23,001/002/003/004/005,vpc.bandwidths,8000
cn-south-23,001/002/003/004/005,evs.volumes,7500
cn-south-23,001/002/003/004/005,cbr.vault,7000
cn-south-23,001/002/003/004/005,vpc.vpcs,6000
cn-south-23,001/002/003/004/005,vpc.publicips,6000
cn-south-23,001/002/003/004/005,vpc.securityGroups,8500
cn-south-23,001/002/003/004/005,rds.nodes,11000
cn-south-23,001/002/003/004/005,bms.servers,1500
cn-south-23,001/002/003/004/005,ecs.cloudservers,10000
cn-south-24,001/002/003,as.scalingGroups,5500
cn-south-24,001/002/003,rds.instances,3500
cn-south-24,001/002/003,vpc.bandwidths,4000
cn-south-24,001/002/003,evs.volumes,3500
cn-south-24,001/002/003,cbr.vault,1500
cn-south-24,001/002/003,ecs.cloudservers,1500
cn-south-24,001/002/003,vpc.publicips,7000
cn-south-24,001/002/003,vpc.securityGroups,4000
cn-south-24,001/002/003,rds.nodes,7000
cn-south-24,001/002/003,bms.servers,3500
cn-south-24,001/002/003,vpc.vpcs,3500
cn-south-25,001/002/003/004,rds.instances,1000
cn-south-25,001/002/003/004,as.scalingGroups,5500
cn-south-25,001/002/003/004,vpc.bandwidths,3500
cn-south-25,001/002/003/004,evs.volumes,3500
cn-south-25,001/002/003/004,cbr.vault,6000
cn-south-25,001/002/003/004,ecs.cloudservers,3500
cn-south-25,001/002/003/004,vpc.publicips,3000
cn-south-25,001/002/003/004,vpc.securityGroups,7500
cn-south-25,001/002/003/004,rds.nodes,3500
cn-south-25,001/002/003/004,bms.servers,5500
cn-south-25,001/002/003/004,vpc.vpcs,9000
cn-south-26,001/002,rds.instances,4500
cn-south-26,001/002,as.scalingGroups,5500
cn-south-26,001/002,vpc.bandwidths,3000
cn-south-26,001/002,evs.volumes,4000
cn-south-26,001/002,cbr.vault,2500
cn-south-26,001/002,vpc.vpcs,3000
cn-south-26,001/002,vpc.publicips,1500
cn-south-26,001/002,vpc.securityGroups,6500
cn-south-26,001/002,rds.nodes,3500
cn-south-26,001/002,bms.servers,3500
cn-south-26,001/002,ecs.cloudservers,4000
cn-south-27,001/002/003/004/005,as.scalingGroups,8000
cn-south-27,001/002/003/004/005,rds.instances,2000
cn-south-27,001/002/003/004/005,vpc.bandwidths,2000
cn-south-27,001/002/003/004/005,evs.volumes,5000
cn-south-27,001/002/003/004/005,cbr.vault,5500
cn-south-27,001/002/003/004/005,vpc.vpcs,2000
cn-south-27,001/002/003/004/005,vpc.publicips,5000
cn-south-27,001/002/003/004/005,vpc.securityGroups,3000
cn-south-27,001/002/003/004/005,rds.nodes,9000
cn-south-27,001/002/003/004/005,bms.servers,6000
cn-south-27,001/002/003/004/005,ecs.cloudservers,6000
cn-south-28,001/002/003,as.scalingGroups,9000
cn-south-28,001/002/003,rds.instances,6000
cn-south-28,001/002/003,vpc.bandwidths,9500
cn-south-28,001/002/003,evs.volumes,4500
cn-south-28,001/002/003,cbr.vault,7500
cn-south-28,001/002/003,vpc.vpcs,5500
cn-south-28,001/002/003,vpc.publicips,3000
cn-south-28,001/002/003,vpc.securityGroups,5500
cn-south-28,001/002/003,rds.nodes,500
cn-south-28,001/002/003,bms.servers,1500
cn-south-28,001/002/003,ecs.cloudservers,4500
cn-south-29,001/002/003/004,as.scalingGroups,5500
cn-south-29,001/002/003/004,rds.instances,7500
cn-south-29,001/002/003/004,vpc.bandwidths,4500
cn-south-29,001/002/003/004,evs.volumes,6000
cn-south-29,001/002/003/004,cbr.vault,7000
cn-south-29,001/002/003/004,ecs.cloudservers,1500
cn-south-29,001/002/003/004,vpc.publicips,9500
cn-south-29,001/002/003/004,vpc.securityGroups,4000
cn-south-29,001/002/003/004,rds.nodes,5000
cn-south-29,001/002/003/004,bms.servers,5500
cn-south-29,001/002/003/004,vpc.vpcs,7000
cn-south-30,001/002/003/004/005,as.scalingGroups,4500
cn-south-30,001/002/003/004/005,rds.instances,7500
cn-south-30,001/002/003/004/005,vpc.bandwidths,6000
cn-south-30,001/002/003/004/005,evs.volumes,7500
cn-south-30,001/002/003/004/005,cbr.vault,5500
cn-south-30,001/002/003/004/005,vpc.vpcs,3000
cn-south-30,001/002/003/004/005,vpc.publicips,6500
cn-south-30,001/002/003/004/005,vpc.securityGroups,5000
cn-south-30,001/002/003/004/005,rds.nodes,5000
cn-south-30,001/002/003/004/005,bms.servers,9000
cn-south-30,001/002/003/004/005,ecs.cloudservers,7500
cn-south-31,001/002/003/004,rds.instances,7000
cn-south-31,001/002/003/004,as.scalingGroups,4000
cn-south-31,001/002/003/004,vpc.bandwidths,7500
cn-south-31,001/002/003/004,evs.volumes,500
cn-south-31,001/002/003/004,cbr.vault,1500
cn-south-31,001/002/003/004,vpc.vpcs,12500
cn-south-31,001/002/003/004,vpc.publicips,1000
cn-south-31,001/002/003/004,vpc.securityGroups,4500
cn-south-31,001/002/003/004,rds.nodes,3500
cn-south-31,001/002/003/004,bms.servers,2500
cn-south-31,001/002/003/004,ecs.cloudservers,1500
cn-south-32,001/002/003/004/005,rds.instances,5000
cn-south-32,001/002/003/004/005,as.scalingGroups,9000
cn-south-32,001/002/003/004/005,vpc.bandwidths,12000
cn-south-32,001/002/003/004/005,evs.volumes,13000
cn-south-32,001/002/003/004/005,cbr.vault,7500
cn-south-32,001/002/003/004/005,vpc.vpcs,3500
cn-south-32,001/002/003/004/005,vpc.publicips,8000
cn-south-32,001/002/003/004/005,vpc.securityGroups,7000
cn-south-32,001/002/003/004/005,rds.nodes,5000
cn-south-32,001/002/003/004/005,bms.servers,7500
cn-south-32,001/002/003/004/005,ecs.cloudservers,6000
cn-south-33,001/002/003/004/005,as.scalingGroups,9500
cn-south-33,001/002/003/004/005,rds.instances,11000
cn-south-33,001/002/003/004/005,vpc.bandwidths,7500
cn-south-33,001/002/003/004/005,evs.volumes,10000
cn-south-33,001/002/003/004/005,cbr.vault,8500
cn-south-33,001/002/003/004/005,vpc.vpcs,7500
cn-south-33,001/002/003/004/005,vpc.publicips,11500
cn-south-33,001/002/003/004/005,vpc.securityGroups,5500
cn-south-33,001/002/003/004/005,rds.nodes,10500
cn-south-33,001/002/003/004/005,bms.servers,9500
cn-south-33,001/002/003/004/005,ecs.cloudservers,7500
cn-south-34,001/002/003/004/005,as.scalingGroups,3000
cn-south-34,001/002/003/004/005,rds.instances,1000
cn-south-34,001/002/003/004/005,vpc.bandwidths,4500
cn-south-34,001/002/003/004/005,evs.volumes,3000
cn-south-34,001/002/003/004/005,cbr.vault,10500
cn-south-34,001/002/003/004/005,vpc.vpcs,4500
cn-south-34,001/002/003/004/005,vpc.publicips,15000
cn-south-34,001/002/003/004/005,vpc.securityGroups,6500
cn-south-34,001/002/003/004/005,rds.nodes,5000
cn-south-34,001/002/003/004/005,bms.servers,10500
cn-south-34,001/002/003/004/005,ecs.cloudservers,7500
cn-south-35,001/002,as.scalingGroups,4000
cn-south-35,001/002,rds.instances,3000
cn-south-35,001/002,vpc.bandwidths,3500
cn-south-35,001/002,evs.volumes,3500
cn-south-35,001/002,cbr.vault,3000
cn-south-35,001/002,vpc.vpcs,4500
cn-south-35,001/002,vpc.publicips,500
cn-south-35,001/002,vpc.securityGroups,1500
cn-south-35,001/002,rds.nodes,6000
cn-south-35,001/002,bms.servers,3500
cn-south-35,001/002,ecs.cloudservers,2500
cn-south-36,001/002/003/004,as.scalingGroups,3500
cn-south-36,001/002/003/004,rds.instances,3500
cn-south-36,001/002/003/004,vpc.bandwidths,6500
cn-south-36,001/002/003/004,evs.volumes,9500
cn-south-36,001/002/003/004,cbr.vault,6000
cn-south-36,001/002/003/004,vpc.vpcs,4000
cn-south-36,001/002/003/004,vpc.publicips,8500
cn-south-36,001/002/003/004,vpc.securityGroups,6500
cn-south-36,001/002/003/004,rds.nodes,6500
cn-south-36,001/002/003/004,bms.servers,6000
cn-south-36,001/002/003/004,ecs.cloudservers,7500
cn-south-37,001/002,as.scalingGroups,500
cn-south-37,001/002,rds.instances,3500
cn-south-37,001/002,evs.volumes,500
cn-south-37,001/002,vpc.bandwidths,1500
cn-south-37,001/002,vpc.publicips,1500
cn-south-37,001/002,vpc.securityGroups,5500
cn-south-37,001/002,rds.nodes,1500
cn-south-37,001/002,bms.servers,3500
cn-south-37,001/002,vpc.vpcs,2500
cn-south-38,001/002,as.scalingGroups,3500
cn-south-38,001/002,rds.instances,2500
cn-south-38,001/002,evs.volumes,1500
cn-south-38,001/002,ecs.cloudservers,3500
cn-south-38,001/002,cbr.vault,1000
cn-south-38,001/002,vpc.publicips,3000
cn-south-38,001/002,vpc.securityGroups,2500
cn-south-38,001/002,rds.nodes,1500
cn-south-38,001/002,bms.servers,2500
cn-south-38,001/002,vpc.vpcs,6000
cn-south-39,001/002/003/004,rds.instances,6000
cn-south-39,001/002/003/004,as.scalingGroups,7000
cn-south-39,001/002/003/004,vpc.bandwidths,4000
cn-south-39,001/002/003/004,evs.volumes,4500
cn-south-39,001/002/003/004,cbr.vault,6500
cn-south-39,001/002/003/004,ecs.cloudservers,2000
cn-south-39,001/002/003/004,vpc.publicips,5000
cn-south-39,001/002/003/004,vpc.securityGroups,3000
cn-south-39,001/002/003/004,rds.nodes,7500
cn-south-39,001/002/003/004,bms.servers,5500
cn-south-39,001/002/003/004,vpc.vpcs,1000
cn-south-40,001/002,rds.instances,1500
cn-south-40,001/002,as.scalingGroups,1000
cn-south-40,001/002,evs.volumes,500
cn-south-40,001/002,vpc.bandwidths,3000
cn-south-40,001/002,cbr.vault,4000
cn-south-40,001/002,vpc.securityGroups,3500
cn-south-40,001/002,rds.nodes,2500
cn-south-40,001/002,bms.servers,5500
cn-south-40,001/002,ecs.cloudservers,500
cn-south-41,001/002/003/004/005,rds.instances,11500
cn-south-41,001/002/003/004/005,as.scalingGroups,10500
cn-south-41,001/002/003/004/005,vpc.bandwidths,2500
cn-south-41,001/002/003/004/005,evs.volumes,1000
cn-south-41,001/002/003/004/005,cbr.vault,6000
cn-south-41,001/002/003/004/005,vpc.vpcs,10500
cn-south-41,001/002/003/004/005,vpc.publicips,7500
cn-south-41,001/002/003/004/005,vpc.securityGroups,9500
cn-south-41,001/002/003/004/005,rds.nodes,8000
cn-south-41,001/002/003/004/005,bms.servers,9500
cn-south-41,001/002/003/004/005,ecs.cloudservers,13500
cn-south-42,001/002/003/004/005,as.scalingGroups,7000
cn-south-42,001/002/003/004/005,rds.instances,1500
cn-south-42,001/002/003/004/005,vpc.bandwidths,5500
cn-south-42,001/002/003/004/005,evs.volumes,3500
cn-south-42,001/002/003/004/005,cbr.vault,6500
cn-south-42,001/002/003/004/005,vpc.vpcs,9500
cn-south-42,001/002/003/004/005,vpc.publicips,13000
cn-south-42,001/002/003/004/005,vpc.securityGroups,5000
cn-south-42,001/002/003/004/005,rds.nodes,5500
cn-south-42,001/002/003/004/005,bms.servers,9000
cn-south-42,001/002/003/004/005,ecs.cloudservers,8500
cn-south-43,001/002/003,as.scalingGroups,1500
cn-south-43,001/002/003,rds.instances,3000
cn-south-43,001/002/003,vpc.bandwidths,5000
cn-south-43,001/002/003,evs.volumes,4000
cn-south-43,001/002/003,cbr.vault,4000
cn-south-43,001/002/003,ecs.cloudservers,2000
cn-south-43,001/002/003,vpc.publicips,5000
cn-south-43,001/002/003,vpc.securityGroups,4000
cn-south-43,001/002/003,rds.nodes,9000
cn-south-43,001/002/003,bms.servers,1500
cn-south-43,001/002/003,vpc.vpcs,3000
cn-south-44,001/002/003/004/005,as.scalingGroups,11500
cn-south-44,001/002/003/004/005,rds.instances,9500
cn-south-44,001/002/003/004/005,vpc.bandwidths,6500
cn-south-44,001/002/003/004/005,evs.volumes,8500
cn-south-44,001/002/003/004/005,cbr.vault,5000
cn-south-44,001/002/003/004/005,ecs.cloudservers,5500
cn-south-44,001/002/003/004/005,vpc.publicips,11500
cn-south-44,001/002/003/004/005,vpc.securityGroups,6000
cn-south-44,001/002/003/004/005,rds.nodes,9000
cn-south-44,001/002/003/004/005,bms.servers,5500
cn-south-44,001/002/003/004/005,vpc.vpcs,1000
cn-south-45,001/002/003/004,rds.instances,8500
cn-south-45,001/002/003/004,as.scalingGroups,7000
cn-south-45,001/002/003/004,vpc.bandwidths,3000
cn-south-45,001/002/003/004,evs.volumes,1500
cn-south-45,001/002/003/004,vpc.vpcs,2000
cn-south-45,001/002/003/004,vpc.publicips,3500
cn-south-45,001/002/003/004,vpc.securityGroups,4500
cn-south-45,001/002/003/004,rds.nodes,3500
cn-south-45,001/002/003/004,bms.servers,4500
cn-south-45,001/002/003/004,ecs.cloudservers,6000
cn-south-46,001/002/003/004/005,as.scalingGroups,3500
cn-south-46,001/002/003/004/005,rds.instances,2000
cn-south-46,001/002/003/004/005,vpc.bandwidths,5000
cn-south-46,001/002/003/004/005,evs.volumes,10500
cn-south-46,001/002/003/004/005,cbr.vault,6500
cn-south-46,001/002/003/004/005,vpc.vpcs,4000
cn-south-46,001/002/003/004/005,vpc.publicips,4500
cn-south-46,001/002/003/004/005,vpc.securityGroups,2500
cn-south-46,001/002/003/004/005,rds.nodes,5500
cn-south-46,001/002/003/004/005,bms.servers,13000
cn-south-46,001/002/003/004/005,ecs.cloudservers,4500
cn-south-47,001/002/003/004/005,rds.instances,9500
cn-south-47,001/002/003/004/005,as.scalingGroups,1000
cn-south-47,001/002/003/004/005,vpc.bandwidths,6000
cn-south-47,001/002/003/004/005,evs.volumes,14500
cn-south-47,001/002/003/004/005,cbr.vault,10000
cn-south-47,001/002/003/004/005,ecs.cloudservers,9000
cn-south-47,001/002/003/004/005,vpc.publicips,10500
cn-south-47,001/002/003/004/005,vpc.securityGroups,13500
cn-south-47,001/002/003/004/005,rds.nodes,6000
cn-south-47,001/002/003/004/005,bms.servers,9000
cn-south-47,001/002/003/004/005,vpc.vpcs,6000
cn-south-48,001/002,as.scalingGroups,1000
cn-south-48,001/002,evs.volumes,3500
cn-south-48,001/002,vpc.bandwidths,3500
cn-south-48,001/002,cbr.vault,7000
cn-south-48,001/002,vpc.vpcs,2000
cn-south-48,001/002,vpc.publicips,500
cn-south-48,001/002,rds.nodes,500
cn-south-48,001/002,bms.servers,500
cn-south-48,001/002,ecs.cloudservers,6000
cn-south-49,001/002/003/004/005,as.scalingGroups,12000
cn-south-49,001/002/003/004/005,rds.instances,6000
cn-south-49,001/002/003/004/005,vpc.bandwidths,4500
cn-south-49,001/002/003/004/005,evs.volumes,9000
cn-south-49,001/002/003/004/005,cbr.vault,5500
cn-south-49,001/002/003/004/005,ecs.cloudservers,12500
cn-south-49,001/002/003/004/005,vpc.publicips,4500
cn-south-49,001/002/003/004/005,vpc.securityGroups,8000
cn-south-49,001/002/003/004/005,rds.nodes,4000
cn-south-49,001/002/003/004/005,bms.servers,3000
cn-south-49,001/002/003/004/005,vpc.vpcs,8000
cn-south-50,001/002/003/004,as.scalingGroups,5500
cn-south-50,001/002/003/004,rds.instances,2000
cn-south-50,001/002/003/004,vpc.bandwidths,4500
cn-south-50,001/002/003/004,evs.volumes,7000
cn-south-50,001/002/003/004,cbr.vault,8500
cn-south-50,001/002/003/004,ecs.cloudservers,4500
cn-south-50,001/002/003/004,vpc.publicips,4500
cn-south-50,001/002/003/004,vpc.securityGroups,9000
cn-south-50,001/002/003/004,rds.nodes,7000
cn-south-50,001/002/003/004,bms.servers,4000
cn-south-50,001/002/003/004,vpc.vpcs,6000
cn-south-51,001/002/003/004,rds.instances,7500
cn-south-51,001/002/003/004,as.scalingGroups,6500
cn-south-51,001/002/003/004,vpc.bandwidths,4500
cn-south-51,001/002/003/004,evs.volumes,1500
cn-south-51,001/002/003/004,cbr.vault,3500
cn-south-51,001/002/003/004,ecs.cloudservers,4000
cn-south-51,001/002/003/004,vpc.publicips,1000
cn-south-51,001/002/003/004,vpc.securityGroups,4000
cn-south-51,001/002/003/004,rds.nodes,4500
cn-south-51,001/002/003/004,bms.servers,6500
cn-south-51,001/002/003/004,vpc.vpcs,4500
cn-south-52,001/002/003/004,as.scalingGroups,7000
cn-south-52,001/002/003/004,rds.instances,4000
cn-south-52,001/002/003/004,vpc.bandwidths,6500
cn-south-52,001/002/003/004,evs.volumes,13000
cn-south-52,001/002/003/004,cbr.vault,2500
cn-south-52,001/002/003/004,vpc.vpcs,8000
cn-south-52,001/002/003/004,vpc.publicips,8000
cn-south-52,001/002/003/004,vpc.securityGroups,1500
cn-south-52,001/002/003/004,rds.nodes,5500
cn-south-52,001/002/003/004,bms.servers,1000
cn-south-52,001/002/003/004,ecs.cloudservers,5500
cn-south-53,001/002,as.scalingGroups,6000
cn-south-53,001/002,rds.instances,2500
cn-south-53,001/002,vpc.bandwidths,4000
cn-south-53,001/002,evs.volumes,5500
cn-south-53,001/002,cbr.vault,2000
cn-south-53,001/002,vpc.vpcs,6500
cn-south-53,001/002,vpc.publicips,1000
cn-south-53,001/002,vpc.securityGroups,2000
cn-south-53,001/002,rds.nodes,2500
cn-south-53,001/002,bms.servers,7000
cn-south-53,001/002,ecs.cloudservers,4000
cn-south-54,001/002/003,as.scalingGroups,5500
cn-south-54,001/002/003,rds.instances,3000
cn-south-54,001/002/003,vpc.bandwidths,1000
cn-south-54,001/002/003,evs.volumes,3500
cn-south-54,001/002/003,cbr.vault,4000
cn-south-54,001/002/003,ecs.cloudservers,1500
cn-south-54,001/002/003,vpc.publicips,1000
cn-south-54,001/002/003,vpc.securityGroups,7500
cn-south-54,001/002/003,rds.nodes,3500
cn-south-54,001/002/003,bms.servers,5500
cn-south-54,001/002/003,vpc.vpcs,1500
cn-south-55,001/002/003/004/005,as.scalingGroups,8000
cn-south-55,001/002/003/004/005,rds.instances,3500
cn-south-55,001/002/003/004/005,vpc.bandwidths,5000
cn-south-55,001/002/003/004/005,evs.volumes,12500
cn-south-55,001/002/003/004/005,cbr.vault,6000
cn-south-55,001/002/003/004/005,vpc.vpcs,4500
cn-south-55,001/002/003/004/005,vpc.publicips,8500
cn-south-55,001/002/003/004/005,vpc.securityGroups,4500
cn-south-55,001/002/003/004/005,rds.nodes,2500
cn-south-55,001/002/003/004/005,bms.servers,8000
cn-south-55,001/002/003/004/005,ecs.cloudservers,4500
cn-south-56,001/002,rds.instances,2500
cn-south-56,001/002,as.scalingGroups,4500
cn-south-56,001/002,vpc.bandwidths,4000
cn-south-56,001/002,evs.volumes,4500
cn-south-56,001/002,cbr.vault,3500
cn-south-56,001/002,vpc.vpcs,4000
cn-south-56,001/002,vpc.publicips,2500
cn-south-56,001/002,vpc.securityGroups,3000
cn-south-56,001/002,rds.nodes,3500
cn-south-56,001/002,bms.servers,500
cn-south-56,001/002,ecs.cloudservers,1500
cn-south-57,001/002/003/004/005,rds.instances,4000
cn-south-57,001/002/003/004/005,as.scalingGroups,9000
cn-south-57,001/002/003/004/005,vpc.bandwidths,5000
cn-south-57,001/002/003/004/005,evs.volumes,6000
cn-south-57,001/002/003/004/005,cbr.vault,10000
cn-south-57,001/002/003/004/005,vpc.vpcs,4000
cn-south-57,001/002/003/004/005,vpc.publicips,7000
cn-south-57,001/002/003/004/005,vpc.securityGroups,3000
cn-south-57,001/002/003/004/005,rds.nodes,15500
cn-south-57,001/002/003/004/005,bms.servers,2500
cn-south-57,001/002/003/004/005,ecs.cloudservers,5000
cn-south-58,001/002,as.scalingGroups,7000
cn-south-58,001/002,rds.instances,1500
cn-south-58,001/002,vpc.bandwidths,5000
cn-south-58,001/002,evs.volumes,7000
cn-south-58,001/002,cbr.vault,1000
cn-south-58,001/002,vpc.vpcs,6500
cn-south-58,001/002,vpc.publicips,2500
cn-south-58,001/002,vpc.securityGroups,3500
cn-south-58,001/002,rds.nodes,5500
cn-south-58,001/002,bms.servers,3500
cn-south-58,001/002,ecs.cloudservers,2000
cn-south-59,001/002/003/004/005,as.scalingGroups,4000
cn-south-59,001/002/003/004/005,rds.instances,1000
cn-south-59,001/002/003/004/005,vpc.bandwidths,14000
cn-south-59,001/002/003/004/005,evs.volumes,4000
cn-south-59,001/002/003/004/005,cbr.vault,3000
cn-south-59,001/002/003/004/005,ecs.cloudservers,2000
cn-south-59,001/002/003/004/005,vpc.publicips,9000
cn-south-59,001/002/003/004/005,vpc.securityGroups,8000
cn-south-59,001/002/003/004/005,rds.nodes,10000
cn-south-59,001/002/003/004/005,bms.servers,7000
cn-south-59,001/002/003/004/005,vpc.vpcs,5500
cn-south-60,001/002/003,rds.instances,3500
cn-south-60,001/002/003,as.scalingGroups,1000
cn-south-60,001/002/003,vpc.bandwidths,4500
cn-south-60,001/002/003,evs.volumes,3500
cn-south-60,001/002/003,cbr.vault,4500
cn-south-60,001/002/003,ecs.cloudservers,4500
cn-south-60,001/002/003,vpc.publicips,4000
cn-south-60,001/002/003,rds.nodes,6000
cn-south-60,001/002/003,bms.servers,5000
cn-south-60,001/002/003,vpc.vpcs,7500
cn-south-61,001/002/003/004/005,rds.instances,3000
cn-south-61,001/002/003/004/005,as.scalingGroups,4500
cn-south-61,001/002/003/004/005,vpc.bandwidths,10000
cn-south-61,001/002/003/004/005,evs.volumes,6000
cn-south-61,001/002/003/004/005,cbr.vault,6000
cn-south-61,001/002/003/004/005,vpc.vpcs,7500
cn-south-61,001/002/003/004/005,vpc.publicips,7000
cn-south-61,001/002/003/004/005,vpc.securityGroups,6000
cn-south-61,001/002/003/004/005,rds.nodes,8000
cn-south-61,001/002/003/004/005,bms.servers,7000
cn-south-61,001/002/003/004/005,ecs.cloudservers,10000
cn-south-62,001/002/003/004,as.scalingGroups,6000
cn-south-62,001/002/003/004,rds.instances,3500
cn-south-62,001/002/003/004,vpc.bandwidths,2500
cn-south-62,001/002/003/004,evs.volumes,5000
cn-south-62,001/002/003/004,cbr.vault,6000
cn-south-62,001/002/003/004,ecs.cloudservers,4000
cn-south-62,001/002/003/004,vpc.publicips,4000
cn-south-62,001/002/003/004,vpc.securityGroups,3500
cn-south-62,001/002/003/004,rds.nodes,3000
cn-south-62,001/002/003/004,bms.servers,9500
cn-south-62,001/002/003/004,vpc.vpcs,7000
cn-south-63,001/002,rds.instances,500
cn-south-63,001/002,as.scalingGroups,2000
cn-south-63,001/002,evs.volumes,3500
cn-south-63,001/002,vpc.bandwidths,1000
cn-south-63,001/002,cbr.vault,5500
cn-south-63,001/002,vpc.vpcs,3500
cn-south-63,001/002,vpc.publicips,2500
cn-south-63,001/002,vpc.securityGroups,4000
cn-south-63,001/002,rds.nodes,4000
cn-south-63,001/002,bms.servers,2000
cn-south-63,001/002,ecs.cloudservers,5500
cn-south-64,001/002/003/004/005,rds.instances,5000
cn-south-64,001/002/003/004/005,as.scalingGroups,5500
cn-south-64,001/002/003/004/005,vpc.bandwidths,8500
cn-south-64,001/002/003/004/005,evs.volumes,9500
cn-south-64,001/002/003/004/005,cbr.vault,9500
cn-south-64,001/002/003/004/005,ecs.cloudservers,2500
cn-south-64,001/002/003/004/005,vpc.publicips,11500
cn-south-64,001/002/003/004/005,vpc.securityGroups,7000
cn-south-64,001/002/003/004/005,rds.nodes,7500
cn-south-64,001/002/003/004/005,bms.servers,2500
cn-south-64,001/002/003/004/005,vpc.vpcs,7000
cn-south-65,001/002/003,rds.instances,5500
cn-south-65,001/002/003,vpc.bandwidths,3500
cn-south-65,001/002/003,evs.volumes,3000
cn-south-65,001/002/003,cbr.vault,8000
cn-south-65,001/002/003,vpc.publicips,3000
cn-south-65,001/002/003,vpc.securityGroups,1500
cn-south-65,001/002/003,rds.nodes,3000
cn-south-65,001/002/003,bms.servers,3000
cn-south-65,001/002/003,vpc.vpcs,2500
cn-south-66,001/002/003,rds.instances,4000
cn-south-66,001/002/003,as.scalingGroups,4500
cn-south-66,001/002/003,vpc.bandwidths,3000
cn-south-66,001/002/003,evs.volumes,5000
cn-south-66,001/002/003,cbr.vault,3500
