Region,Access Geo-place,Temperature
cn-south-14,Qingdao,cold
cn-south-14,Wenzhou,warm
cn-south-14,Beijing,cold
cn-south-14,Shenzhen,hot
cn-south-14,Xianggang,cold
cn-south-14,Tianjin,cold
cn-south-14,Ningbo,warm
cn-south-14,Hefei,warm
cn-south-14,Qingdao,cold
cn-south-15,Paris,cold
cn-south-15,Shanghai,warm
cn-south-15,Baoding,cold
cn-south-15,Hohhot,cold
cn-south-15,Madrid,cold
cn-south-15,Xiamen,hot
cn-south-15,Zhengzhou,cold
cn-south-15,Fuzhou,hot
cn-south-15,Fuzhou,hot
cn-south-15,Beijing,cold
cn-south-15,Qingdao,cold
cn-south-15,Qingdao,cold
cn-south-15,Wenzhou,warm
cn-south-15,Beijing,cold
cn-south-15,Shenzhen,hot
cn-south-15,Xianggang,cold
cn-south-15,Tianjin,cold
cn-south-15,Ningbo,warm
cn-south-15,Hefei,warm
cn-south-15,Qingdao,cold
cn-south-16,Paris,cold
cn-south-16,Shanghai,warm
cn-south-16,Baoding,cold
cn-south-16,Hohhot,cold
cn-south-16,Madrid,cold
cn-south-16,Xiamen,hot
cn-south-16,Zhengzhou,cold
cn-south-16,Fuzhou,hot
cn-south-16,Fuzhou,hot
cn-south-16,Beijing,cold
cn-south-16,Qingdao,cold
cn-south-16,Qingdao,cold
cn-south-16,Wenzhou,warm
cn-south-16,Beijing,cold
cn-south-16,Shenzhen,hot
cn-south-16,Xianggang,cold
cn-south-16,Tianjin,cold
cn-south-16,Ningbo,warm
cn-south-16,Hefei,warm
cn-south-16,Qingdao,cold
cn-south-17,Paris,cold
cn-south-17,Shanghai,warm
cn-south-17,Baoding,cold
cn-south-17,Hohhot,cold
cn-south-17,Madrid,cold
cn-south-17,Xiamen,hot
cn-south-17,Zhengzhou,cold
cn-south-17,Fuzhou,hot
cn-south-17,Fuzhou,hot
cn-south-17,Beijing,cold
cn-south-17,Qingdao,cold
cn-south-17,Qingdao,cold
cn-south-17,Wenzhou,warm
cn-south-17,Beijing,cold
cn-south-17,Shenzhen,hot
cn-south-17,Xianggang,cold
cn-south-17,Tianjin,cold
cn-south-17,Ningbo,warm
cn-south-17,Hefei,warm
cn-south-17,Qingdao,cold
cn-south-18,Paris,cold
cn-south-18,Shanghai,warm
cn-south-18,Baoding,cold
cn-south-18,Hohhot,cold
cn-south-18,Madrid,cold
cn-south-18,Xiamen,hot
cn-south-18,Zhengzhou,cold
cn-south-18,Fuzhou,hot
cn-south-18,Fuzhou,hot
cn-south-18,Beijing,cold
cn-south-18,Qingdao,cold
cn-south-18,Qingdao,cold
cn-south-18,Wenzhou,warm
cn-south-18,Beijing,cold
cn-south-18,Shenzhen,hot
cn-south-18,Xianggang,cold
cn-south-18,Tianjin,cold
cn-south-18,Ningbo,warm
cn-south-18,Hefei,warm
cn-south-18,Qingdao,cold
cn-south-19,Paris,cold
cn-south-19,Shanghai,warm
cn-south-19,Baoding,cold
cn-south-19,Hohhot,cold
cn-south-19,Madrid,cold
cn-south-19,Xiamen,hot
cn-south-19,Zhengzhou,cold
cn-south-19,Fuzhou,hot
cn-south-19,Fuzhou,hot
cn-south-19,Beijing,cold
cn-south-19,Qingdao,cold
cn-south-19,Qingdao,cold
cn-south-19,Wenzhou,warm
cn-south-19,Beijing,cold
cn-south-19,Shenzhen,hot
cn-south-19,Xianggang,cold
cn-south-19,Tianjin,cold
cn-south-19,Ningbo,warm
cn-south-19,Hefei,warm
cn-south-19,Qingdao,cold
cn-south-20,Paris,cold
cn-south-20,Shanghai,warm
cn-south-20,Baoding,cold
cn-south-20,Hohhot,cold
cn-south-20,Madrid,cold
cn-south-20,Xiamen,hot
cn-south-20,Zhengzhou,cold
cn-south-20,Fuzhou,hot
cn-south-20,Fuzhou,hot
cn-south-20,Beijing,cold
cn-south-20,Qingdao,cold
cn-south-20,Qingdao,cold
cn-south-20,Wenzhou,warm
cn-south-20,Beijing,cold
cn-south-20,Shenzhen,hot
cn-south-20,Xianggang,cold
cn-south-20,Tianjin,cold
cn-south-20,Ningbo,warm
cn-south-20,Hefei,warm
cn-south-20,Qingdao,cold
cn-south-21,Paris,cold
cn-south-21,Shanghai,warm
cn-south-21,Baoding,cold
cn-south-21,Hohhot,cold
cn-south-21,Madrid,cold
cn-south-21,Xiamen,hot
cn-south-21,Zhengzhou,cold
cn-south-21,Fuzhou,hot
cn-south-21,Fuzhou,hot
cn-south-21,Beijing,cold
cn-south-21,Qingdao,cold
cn-south-21,Qingdao,cold
cn-south-21,Wenzhou,warm
cn-south-21,Beijing,cold
cn-south-21,Shenzhen,hot
cn-south-21,Xianggang,cold
cn-south-21,Tianjin,cold
cn-south-21,Ningbo,warm
cn-south-21,Hefei,warm
cn-south-21,Qingdao,cold
cn-south-22,Paris,cold
cn-south-22,Shanghai,warm
cn-south-22,Baoding,cold
cn-south-22,Hohhot,cold
cn-south-22,Madrid,cold
cn-south-22,Xiamen,hot
cn-south-22,Zhengzhou,cold
cn-south-22,Fuzhou,hot
cn-south-22,Fuzhou,hot
cn-south-22,Beijing,cold
cn-south-22,Qingdao,cold
cn-south-22,Qingdao,cold
cn-south-22,Wenzhou,warm
cn-south-22,Beijing,cold
cn-south-22,Shenzhen,hot
cn-south-22,Xianggang,cold
cn-south-22,Tianjin,cold
cn-south-22,Ningbo,warm
cn-south-22,Hefei,warm
cn-south-22,Qingdao,cold
cn-south-23,Paris,cold
cn-south-23,Shanghai,warm
cn-south-23,Baoding,cold
cn-south-23,Hohhot,cold
cn-south-23,Madrid,cold
cn-south-23,Xiamen,hot
cn-south-23,Zhengzhou,cold
cn-south-23,Fuzhou,hot
cn-south-23,Fuzhou,hot
cn-south-23,Beijing,cold
cn-south-23,Qingdao,cold
cn-south-23,Qingdao,cold
cn-south-23,Wenzhou,warm
cn-south-23,Beijing,cold
cn-south-23,Shenzhen,hot
cn-south-23,Xianggang,cold
cn-south-23,Tianjin,cold
cn-south-23,Ningbo,warm
cn-south-23,Hefei,warm
cn-south-23,Qingdao,cold
cn-south-24,Paris,cold
cn-south-24,Shanghai,warm
cn-south-24,Baoding,cold
cn-south-24,Hohhot,cold
cn-south-24,Madrid,cold
cn-south-24,Xiamen,hot
cn-south-24,Zhengzhou,cold
cn-south-24,Fuzhou,hot
cn-south-24,Fuzhou,hot
cn-south-24,Beijing,cold
cn-south-24,Qingdao,cold
cn-south-24,Qingdao,cold
cn-south-24,Wenzhou,warm
cn-south-24,Beijing,cold
cn-south-24,Shenzhen,hot
cn-south-24,Xianggang,cold
cn-south-24,Tianjin,cold
cn-south-24,Ningbo,warm
cn-south-24,Hefei,warm
cn-south-24,Qingdao,cold
cn-south-25,Paris,cold
cn-south-25,Shanghai,warm
cn-south-25,Baoding,cold
cn-south-25,Hohhot,cold
cn-south-25,Madrid,cold
cn-south-25,Xiamen,hot
cn-south-25,Zhengzhou,cold
cn-south-25,Fuzhou,hot
cn-south-25,Fuzhou,hot
cn-south-25,Beijing,cold
cn-south-25,Qingdao,cold
cn-south-25,Qingdao,cold
cn-south-25,Wenzhou,warm
cn-south-25,Beijing,cold
cn-south-25,Shenzhen,hot
cn-south-25,Xianggang,cold
cn-south-25,Tianjin,cold
cn-south-25,Ningbo,warm
cn-south-25,Hefei,warm
cn-south-25,Qingdao,cold
cn-south-26,Paris,cold
cn-south-26,Shanghai,warm
cn-south-26,Baoding,cold
cn-south-26,Hohhot,cold
cn-south-26,Madrid,cold
cn-south-26,Xiamen,hot
cn-south-26,Zhengzhou,cold
cn-south-26,Fuzhou,hot
cn-south-26,Fuzhou,hot
cn-south-26,Beijing,cold
cn-south-26,Qingdao,cold
cn-south-26,Qingdao,cold
cn-south-26,Wenzhou,warm
cn-south-26,Beijing,cold
cn-south-26,Shenzhen,hot
cn-south-26,Xianggang,cold
cn-south-26,Tianjin,cold
cn-south-26,Ningbo,warm
cn-south-26,Hefei,warm
cn-south-26,Qingdao,cold
cn-south-27,Paris,cold
cn-south-27,Shanghai,warm
cn-south-27,Baoding,cold
cn-south-27,Hohhot,cold
cn-south-27,Madrid,cold
cn-south-27,Xiamen,hot
cn-south-27,Zhengzhou,cold
cn-south-27,Fuzhou,hot
cn-south-27,Fuzhou,hot
cn-south-27,Beijing,cold
cn-south-27,Qingdao,cold
cn-south-27,Qingdao,cold
cn-south-27,Wenzhou,warm
cn-south-27,Beijing,cold
cn-south-27,Shenzhen,hot
cn-south-27,Xianggang,cold
cn-south-27,Tianjin,cold
cn-south-27,Ningbo,warm
cn-south-27,Hefei,warm
cn-south-27,Qingdao,cold
cn-south-28,Paris,cold
cn-south-28,Shanghai,warm
cn-south-28,Baoding,cold
cn-south-28,Hohhot,cold
cn-south-28,Madrid,cold
cn-south-28,Xiamen,hot
cn-south-28,Zhengzhou,cold
cn-south-28,Fuzhou,hot
cn-south-28,Fuzhou,hot
cn-south-28,Beijing,cold
cn-south-28,Qingdao,cold
cn-south-28,Qingdao,cold
cn-south-28,Wenzhou,warm
cn-south-28,Beijing,cold
cn-south-28,Shenzhen,hot
cn-south-28,Xianggang,cold
cn-south-28,Tianjin,cold
cn-south-28,Ningbo,warm
cn-south-28,Hefei,warm
cn-south-28,Qingdao,cold
cn-south-29,Paris,cold
cn-south-29,Shanghai,warm
cn-south-29,Baoding,cold
cn-south-29,Hohhot,cold
cn-south-29,Madrid,cold
cn-south-29,Xiamen,hot
cn-south-29,Zhengzhou,cold
cn-south-29,Fuzhou,hot
cn-south-29,Fuzhou,hot
cn-south-29,Beijing,cold
cn-south-29,Qingdao,cold
cn-south-29,Qingdao,cold
cn-south-29,Wenzhou,warm
cn-south-29,Beijing,cold
cn-south-29,Shenzhen,hot
cn-south-29,Xianggang,cold
cn-south-29,Tianjin,cold
cn-south-29,Ningbo,warm
cn-south-29,Hefei,warm
cn-south-29,Qingdao,cold
cn-south-30,Paris,cold
cn-south-30,Shanghai,warm
cn-south-30,Baoding,cold
cn-south-30,Hohhot,cold
cn-south-30,Madrid,cold
cn-south-30,Xiamen,hot
cn-south-30,Zhengzhou,cold
cn-south-30,Fuzhou,hot
cn-south-30,Fuzhou,hot
cn-south-30,Beijing,cold
cn-south-30,Qingdao,cold
cn-south-30,Qingdao,cold
cn-south-30,Wenzhou,warm
cn-south-30,Beijing,cold
cn-south-30,Shenzhen,hot
cn-south-30,Xianggang,cold
cn-south-30,Tianjin,cold
cn-south-30,Ningbo,warm
cn-south-30,Hefei,warm
cn-south-30,Qingdao,cold
cn-south-31,Paris,cold
cn-south-31,Shanghai,warm
cn-south-31,Baoding,cold
cn-south-31,Hohhot,cold
cn-south-31,Madrid,cold
cn-south-31,Xiamen,hot
cn-south-31,Zhengzhou,cold
cn-south-31,Fuzhou,hot
cn-south-31,Fuzhou,hot
cn-south-31,Beijing,cold
cn-south-31,Qingdao,cold
cn-south-31,Qingdao,cold
cn-south-31,Wenzhou,warm
cn-south-31,Beijing,cold
cn-south-31,Shenzhen,hot
cn-south-31,Xianggang,cold
cn-south-31,Tianjin,cold
cn-south-31,Ningbo,warm
cn-south-31,Hefei,warm
cn-south-31,Qingdao,cold
cn-south-32,Paris,cold
cn-south-32,Shanghai,warm
cn-south-32,Baoding,cold
cn-south-32,Hohhot,cold
cn-south-32,Madrid,cold
cn-south-32,Xiamen,hot
cn-south-32,Zhengzhou,cold
cn-south-32,Fuzhou,hot
cn-south-32,Fuzhou,hot
cn-south-32,Beijing,cold
cn-south-32,Qingdao,cold
cn-south-32,Qingdao,cold
cn-south-32,Wenzhou,warm
cn-south-32,Beijing,cold
cn-south-32,Shenzhen,hot
cn-south-32,Xianggang,cold
cn-south-32,Tianjin,cold
cn-south-32,Ningbo,warm
cn-south-32,Hefei,warm
cn-south-32,Qingdao,cold
cn-south-33,Paris,cold
cn-south-33,Shanghai,warm
cn-south-33,Baoding,cold
cn-south-33,Hohhot,cold
cn-south-33,Madrid,cold
cn-south-33,Xiamen,hot
cn-south-33,Zhengzhou,cold
cn-south-33,Fuzhou,hot
cn-south-33,Fuzhou,hot
cn-south-33,Beijing,cold
cn-south-33,Qingdao,cold
cn-south-33,Qingdao,cold
cn-south-33,Wenzhou,warm
cn-south-33,Beijing,cold
cn-south-33,Shenzhen,hot
cn-south-33,Xianggang,cold
cn-south-33,Tianjin,cold
cn-south-33,Ningbo,warm
cn-south-33,Hefei,warm
cn-south-33,Qingdao,cold
cn-south-34,Paris,cold
cn-south-34,Shanghai,warm
cn-south-34,Baoding,cold
cn-south-34,Hohhot,cold
cn-south-34,Madrid,cold
cn-south-34,Xiamen,hot
cn-south-34,Zhengzhou,cold
cn-south-34,Fuzhou,hot
cn-south-34,Fuzhou,hot
cn-south-34,Beijing,cold
cn-south-34,Qingdao,cold
cn-south-34,Qingdao,cold
cn-south-34,Wenzhou,warm
cn-south-34,Beijing,cold
cn-south-34,Shenzhen,hot
cn-south-34,Xianggang,cold
cn-south-34,Tianjin,cold
cn-south-34,Ningbo,warm
cn-south-34,Hefei,warm
cn-south-34,Qingdao,cold
cn-south-35,Paris,cold
cn-south-35,Shanghai,warm
cn-south-35,Baoding,cold
cn-south-35,Hohhot,cold
cn-south-35,Madrid,cold
cn-south-35,Xiamen,hot
cn-south-35,Zhengzhou,cold
cn-south-35,Fuzhou,hot
cn-south-35,Fuzhou,hot
cn-south-35,Beijing,cold
cn-south-35,Qingdao,cold
cn-south-35,Qingdao,cold
cn-south-35,Wenzhou,warm
cn-south-35,Beijing,cold
cn-south-35,Shenzhen,hot
cn-south-35,Xianggang,cold
cn-south-35,Tianjin,cold
cn-south-35,Ningbo,warm
cn-south-35,Hefei,warm
cn-south-35,Qingdao,cold
cn-south-36,Paris,cold
cn-south-36,Shanghai,warm
cn-south-36,Baoding,cold
cn-south-36,Hohhot,cold
cn-south-36,Madrid,cold
cn-south-36,Xiamen,hot
cn-south-36,Zhengzhou,cold
cn-south-36,Fuzhou,hot
cn-south-36,Fuzhou,hot
cn-south-36,Beijing,cold
cn-south-36,Qingdao,cold
cn-south-36,Qingdao,cold
cn-south-36,Wenzhou,warm
cn-south-36,Beijing,cold
cn-south-36,Shenzhen,hot
cn-south-36,Xianggang,cold
cn-south-36,Tianjin,cold
cn-south-36,Ningbo,warm
cn-south-36,Hefei,warm
cn-south-36,Qingdao,cold
cn-south-37,Paris,cold
cn-south-37,Shanghai,warm
cn-south-37,Baoding,cold
cn-south-37,Hohhot,cold
cn-south-37,Madrid,cold
cn-south-37,Xiamen,hot
cn-south-37,Zhengzhou,cold
cn-south-37,Fuzhou,hot
cn-south-37,Fuzhou,hot
cn-south-37,Beijing,cold
cn-south-37,Qingdao,cold
cn-south-37,Qingdao,cold
cn-south-37,Wenzhou,warm
cn-south-37,Beijing,cold
cn-south-37,Shenzhen,hot
cn-south-37,Xianggang,cold
cn-south-37,Tianjin,cold
cn-south-37,Ningbo,warm
cn-south-37,Hefei,warm
cn-south-37,Qingdao,cold
cn-south-38,Paris,cold
cn-south-38,Shanghai,warm
cn-south-38,Baoding,cold
cn-south-38,Hohhot,cold
cn-south-38,Madrid,cold
cn-south-38,Xiamen,hot
cn-south-38,Zhengzhou,cold
cn-south-38,Fuzhou,hot
cn-south-38,Fuzhou,hot
cn-south-38,Beijing,cold
cn-south-38,Qingdao,cold
cn-south-38,Qingdao,cold
cn-south-38,Wenzhou,warm
cn-south-38,Beijing,cold
cn-south-38,Shenzhen,hot
cn-south-38,Xianggang,cold
cn-south-38,Tianjin,cold
cn-south-38,Ningbo,warm
cn-south-38,Hefei,warm
cn-south-38,Qingdao,cold
cn-south-39,Paris,cold
cn-south-39,Shanghai,warm
cn-south-39,Baoding,cold
cn-south-39,Hohhot,cold
cn-south-39,Madrid,cold
cn-south-39,Xiamen,hot
cn-south-39,Zhengzhou,cold
cn-south-39,Fuzhou,hot
cn-south-39,Fuzhou,hot
cn-south-39,Beijing,cold
cn-south-39,Qingdao,cold
cn-south-39,Qingdao,cold
cn-south-39,Wenzhou,warm
cn-south-39,Beijing,cold
cn-south-39,Shenzhen,hot
cn-south-39,Xianggang,cold
cn-south-39,Tianjin,cold
cn-south-39,Ningbo,warm
cn-south-39,Hefei,warm
cn-south-39,Qingdao,cold
cn-south-40,Paris,cold
cn-south-40,Shanghai,warm
cn-south-40,Baoding,cold
cn-south-40,Hohhot,cold
cn-south-40,Madrid,cold
cn-south-40,Xiamen,hot
cn-south-40,Zhengzhou,cold
cn-south-40,Fuzhou,hot
cn-south-40,Fuzhou,hot
cn-south-40,Beijing,cold
cn-south-40,Qingdao,cold
cn-south-40,Qingdao,cold
cn-south-40,Wenzhou,warm
cn-south-40,Beijing,cold
cn-south-40,Shenzhen,hot
cn-south-40,Xianggang,cold
cn-south-40,Tianjin,cold
cn-south-40,Ningbo,warm
cn-south-40,Hefei,warm
cn-south-40,Qingdao,cold
cn-south-41,Paris,cold
cn-south-41,Shanghai,warm
cn-south-41,Baoding,cold
cn-south-41,Hohhot,cold
cn-south-41,Madrid,cold
cn-south-41,Xiamen,hot
cn-south-41,Zhengzhou,cold
cn-south-41,Fuzhou,hot
cn-south-41,Fuzhou,hot
cn-south-41,Beijing,cold
cn-south-41,Qingdao,cold
cn-south-41,Qingdao,cold
cn-south-41,Wenzhou,warm
cn-south-41,Beijing,cold
cn-south-41,Shenzhen,hot
cn-south-41,Xianggang,cold
cn-south-41,Tianjin,cold
cn-south-41,Ningbo,warm
cn-south-41,Hefei,warm
cn-south-41,Qingdao,cold
cn-south-42,Paris,cold
cn-south-42,Shanghai,warm
cn-south-42,Baoding,cold
cn-south-42,Hohhot,cold
cn-south-42,Madrid,cold
cn-south-42,Xiamen,hot
cn-south-42,Zhengzhou,cold
cn-south-42,Fuzhou,hot
cn-south-42,Fuzhou,hot
cn-south-42,Beijing,cold
cn-south-42,Qingdao,cold
cn-south-42,Qingdao,cold
cn-south-42,Wenzhou,warm
cn-south-42,Beijing,cold
cn-south-42,Shenzhen,hot
cn-south-42,Xianggang,cold
cn-south-42,Tianjin,cold
cn-south-42,Ningbo,warm
cn-south-42,Hefei,warm
cn-south-42,Qingdao,cold
cn-south-43,Paris,cold
cn-south-43,Shanghai,warm
cn-south-43,Baoding,cold
cn-south-43,Hohhot,cold
cn-south-43,Madrid,cold
cn-south-43,Xiamen,hot
cn-south-43,Zhengzhou,cold
cn-south-43,Fuzhou,hot
cn-south-43,Fuzhou,hot
cn-south-43,Beijing,cold
cn-south-43,Qingdao,cold
cn-south-43,Qingdao,cold
cn-south-43,Wenzhou,warm
cn-south-43,Beijing,cold
cn-south-43,Shenzhen,hot
cn-south-43,Xianggang,cold
cn-south-43,Tianjin,cold
cn-south-43,Ningbo,warm
cn-south-43,Hefei,warm
cn-south-43,Qingdao,cold
cn-south-44,Paris,cold
cn-south-44,Shanghai,warm
cn-south-44,Baoding,cold
cn-south-44,Hohhot,cold
cn-south-44,Madrid,cold
cn-south-44,Xiamen,hot
cn-south-44,Zhengzhou,cold
cn-south-44,Fuzhou,hot
cn-south-44,Fuzhou,hot
cn-south-44,Beijing,cold
cn-south-44,Qingdao,cold
cn-south-44,Qingdao,cold
cn-south-44,Wenzhou,warm
cn-south-44,Beijing,cold
cn-south-44,Shenzhen,hot
cn-south-44,Xianggang,cold
cn-south-44,Tianjin,cold
cn-south-44,Ningbo,warm
cn-south-44,Hefei,warm
cn-south-44,Qingdao,cold
cn-south-45,Paris,cold
cn-south-45,Shanghai,warm
cn-south-45,Baoding,cold
cn-south-45,Hohhot,cold
cn-south-45,Madrid,cold
cn-south-45,Xiamen,hot
cn-south-45,Zhengzhou,cold
cn-south-45,Fuzhou,hot
cn-south-45,Fuzhou,hot
cn-south-45,Beijing,cold
cn-south-45,Qingdao,cold
cn-south-45,Qingdao,cold
cn-south-45,Wenzhou,warm
cn-south-45,Beijing,cold
cn-south-45,Shenzhen,hot
cn-south-45,Xianggang,cold
cn-south-45,Tianjin,cold
cn-south-45,Ningbo,warm
cn-south-45,Hefei,warm
cn-south-45,Qingdao,cold
cn-south-46,Paris,cold
cn-south-46,Shanghai,warm
cn-south-46,Baoding,cold
cn-south-46,Hohhot,cold
cn-south-46,Madrid,cold
cn-south-46,Xiamen,hot
cn-south-46,Zhengzhou,cold
cn-south-46,Fuzhou,hot
cn-south-46,Fuzhou,hot
cn-south-46,Beijing,cold
cn-south-46,Qingdao,cold
cn-south-46,Qingdao,cold
cn-south-46,Wenzhou,warm
cn-south-46,Beijing,cold
cn-south-46,Shenzhen,hot
cn-south-46,Xianggang,cold
cn-south-46,Tianjin,cold
cn-south-46,Ningbo,warm
cn-south-46,Hefei,warm
cn-south-46,Qingdao,cold
cn-south-47,Paris,cold
cn-south-47,Shanghai,warm
cn-south-47,Baoding,cold
cn-south-47,Hohhot,cold
cn-south-47,Madrid,cold
cn-south-47,Xiamen,hot
cn-south-47,Zhengzhou,cold
cn-south-47,Fuzhou,hot
cn-south-47,Fuzhou,hot
cn-south-47,Beijing,cold
cn-south-47,Qingdao,cold
cn-south-47,Qingdao,cold
cn-south-47,Wenzhou,warm
cn-south-47,Beijing,cold
cn-south-47,Shenzhen,hot
cn-south-47,Xianggang,cold
cn-south-47,Tianjin,cold
cn-south-47,Ningbo,warm
cn-south-47,Hefei,warm
cn-south-47,Qingdao,cold
cn-south-48,Paris,cold
cn-south-48,Shanghai,warm
cn-south-48,Baoding,cold
cn-south-48,Hohhot,cold
cn-south-48,Madrid,cold
cn-south-48,Xiamen,hot
cn-south-48,Zhengzhou,cold
cn-south-48,Fuzhou,hot
cn-south-48,Fuzhou,hot
cn-south-48,Beijing,cold
cn-south-48,Qingdao,cold
cn-south-48,Qingdao,cold
cn-south-48,Wenzhou,warm
cn-south-48,Beijing,cold
cn-south-48,Shenzhen,hot
cn-south-48,Xianggang,cold
cn-south-48,Tianjin,cold
cn-south-48,Ningbo,warm
cn-south-48,Hefei,warm
cn-south-48,Qingdao,cold
cn-south-49,Paris,cold
cn-south-49,Shanghai,warm
cn-south-49,Baoding,cold
cn-south-49,Hohhot,cold
cn-south-49,Madrid,cold
cn-south-49,Xiamen,hot
cn-south-49,Zhengzhou,cold
cn-south-49,Fuzhou,hot
cn-south-49,Fuzhou,hot
cn-south-49,Beijing,cold
cn-south-49,Qingdao,cold
cn-south-49,Qingdao,cold
cn-south-49,Wenzhou,warm
cn-south-49,Beijing,cold
cn-south-49,Shenzhen,hot
cn-south-49,Xianggang,cold
cn-south-49,Tianjin,cold
cn-south-49,Ningbo,warm
cn-south-49,Hefei,warm
cn-south-49,Qingdao,cold
cn-south-50,Paris,cold
cn-south-50,Shanghai,warm
cn-south-50,Baoding,cold
cn-south-50,Hohhot,cold
cn-south-50,Madrid,cold
cn-south-50,Xiamen,hot
cn-south-50,Zhengzhou,cold
cn-south-50,Fuzhou,hot
cn-south-50,Fuzhou,hot
cn-south-50,Beijing,cold
cn-south-50,Qingdao,cold
cn-south-50,Qingdao,cold
cn-south-50,Wenzhou,warm
cn-south-50,Beijing,cold
cn-south-50,Shenzhen,hot
cn-south-50,Xianggang,cold
cn-south-50,Tianjin,cold
cn-south-50,Ningbo,warm
cn-south-50,Hefei,warm
cn-south-50,Qingdao,cold
cn-south-51,Paris,cold
cn-south-51,Shanghai,warm
cn-south-51,Baoding,cold
cn-south-51,Hohhot,cold
cn-south-51,Madrid,cold
cn-south-51,Xiamen,hot
cn-south-51,Zhengzhou,cold
cn-south-51,Fuzhou,hot
cn-south-51,Fuzhou,hot
cn-south-51,Beijing,cold
cn-south-51,Qingdao,cold
cn-south-51,Qingdao,cold
cn-south-51,Wenzhou,warm
cn-south-51,Beijing,cold
cn-south-51,Shenzhen,hot
cn-south-51,Xianggang,cold
cn-south-51,Tianjin,cold
cn-south-51,Ningbo,warm
cn-south-51,Hefei,warm
cn-south-51,Qingdao,cold
cn-south-52,Paris,cold
cn-south-52,Shanghai,warm
cn-south-52,Baoding,cold
cn-south-52,Hohhot,cold
cn-south-52,Madrid,cold
cn-south-52,Xiamen,hot
cn-south-52,Zhengzhou,cold
cn-south-52,Fuzhou,hot
cn-south-52,Fuzhou,hot
cn-south-52,Beijing,cold
cn-south-52,Qingdao,cold
cn-south-52,Qingdao,cold
cn-south-52,Wenzhou,warm
cn-south-52,Beijing,cold
cn-south-52,Shenzhen,hot
cn-south-52,Xianggang,cold
cn-south-52,Tianjin,cold
cn-south-52,Ningbo,warm
cn-south-52,Hefei,warm
cn-south-52,Qingdao,cold
cn-south-53,Paris,cold
cn-south-53,Shanghai,warm
cn-south-53,Baoding,cold
cn-south-53,Hohhot,cold
cn-south-53,Madrid,cold
cn-south-53,Xiamen,hot
cn-south-53,Zhengzhou,cold
cn-south-53,Fuzhou,hot
cn-south-53,Fuzhou,hot
cn-south-53,Beijing,cold
cn-south-53,Qingdao,cold
cn-south-53,Qingdao,cold
cn-south-53,Wenzhou,warm
cn-south-53,Beijing,cold
cn-south-53,Shenzhen,hot
cn-south-53,Xianggang,cold
cn-south-53,Tianjin,cold
cn-south-53,Ningbo,warm
cn-south-53,Hefei,warm
cn-south-53,Qingdao,cold
cn-south-54,Paris,cold
cn-south-54,Shanghai,warm
cn-south-54,Baoding,cold
cn-south-54,Hohhot,cold
cn-south-54,Madrid,cold
cn-south-54,Xiamen,hot
cn-south-54,Zhengzhou,cold
cn-south-54,Fuzhou,hot
cn-south-54,Fuzhou,hot
cn-south-54,Beijing,cold
cn-south-54,Qingdao,cold
cn-south-54,Qingdao,cold
cn-south-54,Wenzhou,warm
cn-south-54,Beijing,cold
cn-south-54,Shenzhen,hot
cn-south-54,Xianggang,cold
cn-south-54,Tianjin,cold
cn-south-54,Ningbo,warm
cn-south-54,Hefei,warm
cn-south-54,Qingdao,cold
cn-south-55,Paris,cold
cn-south-55,Shanghai,warm
cn-south-55,Baoding,cold
cn-south-55,Hohhot,cold
cn-south-55,Madrid,cold
cn-south-55,Xiamen,hot
cn-south-55,Zhengzhou,cold
cn-south-55,Fuzhou,hot
cn-south-55,Fuzhou,hot
cn-south-55,Beijing,cold
cn-south-55,Qingdao,cold
cn-south-55,Qingdao,cold
cn-south-55,Wenzhou,warm
cn-south-55,Beijing,cold
cn-south-55,Shenzhen,hot
cn-south-55,Xianggang,cold
cn-south-55,Tianjin,cold
cn-south-55,Ningbo,warm
cn-south-55,Hefei,warm
cn-south-55,Qingdao,cold
cn-south-56,Paris,cold
cn-south-56,Shanghai,warm
cn-south-56,Baoding,cold
cn-south-56,Hohhot,cold
cn-south-56,Madrid,cold
cn-south-56,Xiamen,hot
cn-south-56,Zhengzhou,cold
cn-south-56,Fuzhou,hot
cn-south-56,Fuzhou,hot
cn-south-56,Beijing,cold
cn-south-56,Qingdao,cold
cn-south-56,Qingdao,cold
cn-south-56,Wenzhou,warm
cn-south-56,Beijing,cold
cn-south-56,Shenzhen,hot
cn-south-56,Xianggang,cold
cn-south-56,Tianjin,cold
cn-south-56,Ningbo,warm
cn-south-56,Hefei,warm
cn-south-56,Qingdao,cold
cn-south-57,Paris,cold
cn-south-57,Shanghai,warm
cn-south-57,Baoding,cold
cn-south-57,Hohhot,cold
cn-south-57,Madrid,cold
cn-south-57,Xiamen,hot
cn-south-57,Zhengzhou,cold
cn-south-57,Fuzhou,hot
cn-south-57,Fuzhou,hot
cn-south-57,Beijing,cold
cn-south-57,Qingdao,cold
cn-south-57,Qingdao,cold
cn-south-57,Wenzhou,warm
cn-south-57,Beijing,cold
cn-south-57,Shenzhen,hot
cn-south-57,Xianggang,cold
cn-south-57,Tianjin,cold
cn-south-57,Ningbo,warm
cn-south-57,Hefei,warm
cn-south-57,Qingdao,cold
cn-south-58,Paris,cold
cn-south-58,Shanghai,warm
cn-south-58,Baoding,cold
cn-south-58,Hohhot,cold
cn-south-58,Madrid,cold
cn-south-58,Xiamen,hot
cn-south-58,Zhengzhou,cold
