Region1,Region2,Delay,Bandwidth
cn-north-24,cn-south-73,56,671
cn-north-24,cn-south-74,69,625
cn-north-24,cn-south-75,47,719
cn-north-24,cn-south-76,77,528
cn-north-24,cn-south-77,93,852
cn-north-24,cn-south-78,66,806
cn-north-24,cn-south-79,82,634
cn-north-24,cn-south-80,17,756
cn-north-24,cn-south-81,82,827
cn-north-24,cn-south-82,36,674
cn-north-24,cn-south-83,20,630
cn-north-24,cn-south-84,57,686
cn-north-24,cn-south-85,13,563
cn-north-24,cn-south-86,98,868
cn-north-24,cn-south-87,21,672
cn-north-24,cn-south-88,97,615
cn-north-24,cn-south-89,97,947
cn-north-24,cn-south-90,50,867
cn-north-24,cn-south-91,70,929
cn-north-24,cn-south-92,34,768
cn-north-24,cn-south-93,19,993
cn-north-24,cn-south-94,31,911
cn-north-24,cn-south-95,90,941
cn-north-24,cn-south-96,27,722
cn-north-24,cn-south-97,61,746
cn-north-24,cn-south-98,96,893
cn-north-24,cn-south-99,95,696
cn-north-24,cn-east-0,37,852
cn-north-24,cn-east-1,67,920
cn-north-24,cn-east-2,68,565
cn-north-24,cn-east-3,12,786
cn-north-24,cn-east-4,29,992
cn-north-24,cn-east-5,30,823
cn-north-24,cn-east-6,63,982
cn-north-24,cn-east-7,23,952
cn-north-24,cn-east-8,84,946
cn-north-24,cn-east-9,79,836
cn-north-24,cn-east-10,89,624
cn-north-24,cn-east-11,73,865
cn-north-24,cn-east-12,10,755
cn-north-24,cn-east-13,87,754
cn-north-24,cn-east-14,54,999
cn-north-24,cn-east-15,87,770
cn-north-24,cn-east-16,12,914
cn-north-24,cn-east-17,52,691
cn-north-24,cn-east-18,32,924
cn-north-24,cn-east-19,87,968
cn-north-24,cn-east-20,20,804
cn-north-24,cn-east-21,42,952
cn-north-24,cn-east-22,53,948
cn-north-24,cn-east-23,44,693
cn-north-24,cn-east-24,22,744
cn-north-24,cn-east-25,43,958
cn-north-24,cn-east-26,33,524
cn-north-24,cn-east-27,84,991
cn-north-24,cn-east-28,52,769
cn-north-24,cn-east-29,72,688
cn-north-24,cn-east-30,62,989
cn-north-24,cn-east-31,52,831
cn-north-24,cn-east-32,63,508
cn-north-24,cn-east-33,50,806
cn-north-24,cn-east-34,64,551
cn-north-24,cn-east-35,18,867
cn-north-24,cn-east-36,82,740
cn-north-24,cn-east-37,71,708
cn-north-24,cn-east-38,56,820
cn-north-24,cn-east-39,39,849
cn-north-24,cn-east-40,48,1000
cn-north-24,cn-east-41,78,978
cn-north-24,cn-east-42,38,891
cn-north-24,cn-east-43,39,893
cn-north-24,cn-east-44,63,732
cn-north-24,cn-east-45,66,799
cn-north-24,cn-east-46,100,937
cn-north-24,cn-east-47,95,804
cn-north-24,cn-east-48,75,758
cn-north-24,cn-east-49,26,657
cn-north-24,cn-east-50,93,837
cn-north-24,cn-east-51,10,762
cn-north-24,cn-east-52,77,985
cn-north-24,cn-east-53,22,935
cn-north-24,cn-east-54,30,772
cn-north-24,cn-east-55,29,787
cn-north-24,cn-east-56,96,908
cn-north-24,cn-east-57,22,827
cn-north-24,cn-east-58,87,882
cn-north-24,cn-east-59,24,596
cn-north-24,cn-east-60,82,880
cn-north-24,cn-east-61,97,724
cn-north-24,cn-east-62,82,861
cn-north-24,cn-east-63,100,829
cn-north-24,cn-east-64,72,850
cn-north-24,cn-east-65,66,942
cn-north-24,cn-east-66,80,759
cn-north-24,cn-east-67,89,667
cn-north-24,cn-east-68,51,719
cn-north-24,cn-east-69,65,550
cn-north-24,cn-east-70,79,625
cn-north-24,cn-east-71,74,988
cn-north-24,cn-east-72,98,940
cn-north-24,cn-east-73,52,842
cn-north-24,cn-east-74,43,809
cn-north-24,cn-east-75,60,814
cn-north-24,cn-east-76,74,888
cn-north-24,cn-east-77,37,941
cn-north-24,cn-east-78,27,816
cn-north-24,cn-east-79,71,865
cn-north-24,cn-east-80,90,561
cn-north-24,cn-east-81,11,923
cn-north-24,cn-east-82,100,654
cn-north-24,cn-east-83,52,939
cn-north-24,cn-east-84,35,847
cn-north-24,cn-east-85,20,759
cn-north-24,cn-east-86,32,646
cn-north-24,cn-east-87,74,749
cn-north-24,cn-east-88,89,662
cn-north-24,cn-east-89,30,822
cn-north-24,cn-east-90,28,623
cn-north-24,cn-east-91,26,990
cn-north-24,cn-east-92,32,617
cn-north-24,cn-east-93,89,719
cn-north-24,cn-east-94,96,695
cn-north-24,cn-east-95,65,674
cn-north-24,cn-east-96,81,959
cn-north-24,cn-east-97,26,637
cn-north-24,cn-east-98,53,691
cn-north-24,cn-east-99,33,604
cn-north-24,cn-southwest-0,61,904
cn-north-24,cn-southwest-1,27,559
cn-north-24,cn-southwest-2,91,769
cn-north-24,cn-southwest-3,52,626
cn-north-24,cn-southwest-4,39,819
cn-north-24,cn-southwest-5,97,603
cn-north-24,cn-southwest-6,80,709
cn-north-24,cn-southwest-7,16,796
cn-north-24,cn-southwest-8,10,770
cn-north-24,cn-southwest-9,82,621
cn-north-24,cn-southwest-10,63,839
cn-north-24,cn-southwest-11,53,700
cn-north-24,cn-southwest-12,27,758
cn-north-24,cn-southwest-13,15,569
cn-north-24,cn-southwest-14,94,746
cn-north-24,cn-southwest-15,22,631
cn-north-24,cn-southwest-16,100,592
cn-north-24,cn-southwest-17,59,846
cn-north-24,cn-southwest-18,80,640
cn-north-24,cn-southwest-19,26,776
cn-north-24,cn-southwest-20,63,721
cn-north-24,cn-southwest-21,65,986
cn-north-24,cn-southwest-22,54,897
cn-north-24,cn-southwest-23,10,602
cn-north-24,cn-southwest-24,92,773
cn-north-24,cn-southwest-25,49,703
cn-north-24,cn-southwest-26,72,817
cn-north-24,cn-southwest-27,14,852
cn-north-24,cn-southwest-28,78,834
cn-north-24,cn-southwest-29,58,618
cn-north-24,cn-southwest-30,47,630
cn-north-24,cn-southwest-31,69,813
cn-north-24,cn-southwest-32,77,561
cn-north-24,cn-southwest-33,59,980
cn-north-24,cn-southwest-34,29,955
cn-north-24,cn-southwest-35,33,713
cn-north-24,cn-southwest-36,88,798
cn-north-24,cn-southwest-37,47,654
cn-north-24,cn-southwest-38,29,763
cn-north-24,cn-southwest-39,90,582
cn-north-24,cn-southwest-40,86,523
cn-north-24,cn-southwest-41,27,769
cn-north-24,cn-southwest-42,98,994
cn-north-24,cn-southwest-43,70,696
cn-north-24,cn-southwest-44,36,598
cn-north-24,cn-southwest-45,54,949
cn-north-24,cn-southwest-46,86,676
cn-north-24,cn-southwest-47,72,626
cn-north-24,cn-southwest-48,47,606
cn-north-24,cn-southwest-49,77,854
cn-north-24,cn-southwest-50,39,657
cn-north-24,cn-southwest-51,22,729
cn-north-24,cn-southwest-52,75,808
cn-north-24,cn-southwest-53,35,833
cn-north-24,cn-southwest-54,91,562
cn-north-24,cn-southwest-55,53,897
cn-north-24,cn-southwest-56,38,674
cn-north-24,cn-southwest-57,88,631
cn-north-24,cn-southwest-58,94,625
cn-north-24,cn-southwest-59,94,573
cn-north-24,cn-southwest-60,47,745
cn-north-24,cn-southwest-61,80,959
cn-north-24,cn-southwest-62,18,686
cn-north-24,cn-southwest-63,23,997
cn-north-24,cn-southwest-64,64,982
cn-north-24,cn-southwest-65,17,892
cn-north-24,cn-southwest-66,48,690
cn-north-24,cn-southwest-67,92,761
cn-north-24,cn-southwest-68,98,691
cn-north-24,cn-southwest-69,77,796
cn-north-24,cn-southwest-70,63,639
cn-north-24,cn-southwest-71,39,919
cn-north-24,cn-southwest-72,26,850
cn-north-24,cn-southwest-73,66,919
cn-north-24,cn-southwest-74,46,721
cn-north-24,cn-southwest-75,11,893
cn-north-24,cn-southwest-76,62,650
cn-north-24,cn-southwest-77,70,665
cn-north-24,cn-southwest-78,30,849
cn-north-24,cn-southwest-79,56,719
cn-north-24,cn-southwest-80,95,919
cn-north-24,cn-southwest-81,21,872
cn-north-24,cn-southwest-82,42,893
cn-north-24,cn-southwest-83,34,946
cn-north-24,cn-southwest-84,52,706
cn-north-24,cn-southwest-85,34,587
cn-north-24,cn-southwest-86,37,528
cn-north-24,cn-southwest-87,63,676
cn-north-24,cn-southwest-88,44,751
cn-north-24,cn-southwest-89,24,838
cn-north-24,cn-southwest-90,30,638
cn-north-24,cn-southwest-91,66,972
cn-north-24,cn-southwest-92,29,614
cn-north-24,cn-southwest-93,71,622
cn-north-24,cn-southwest-94,87,527
cn-north-24,cn-southwest-95,31,804
cn-north-24,cn-southwest-96,25,912
cn-north-24,cn-southwest-97,37,795
cn-north-24,cn-southwest-98,14,999
cn-north-24,cn-southwest-99,20,697
cn-north-24,ap-southeast-0,60,983
cn-north-24,ap-southeast-1,32,634
cn-north-24,ap-southeast-2,41,608
cn-north-24,ap-southeast-3,79,761
cn-north-24,ap-southeast-4,77,765
cn-north-24,ap-southeast-5,15,643
cn-north-24,ap-southeast-6,98,933
cn-north-24,ap-southeast-7,13,912
cn-north-24,ap-southeast-8,56,779
cn-north-24,ap-southeast-9,50,815
cn-north-24,ap-southeast-10,48,871
cn-north-24,ap-southeast-11,86,717
cn-north-24,ap-southeast-12,25,800
cn-north-24,ap-southeast-13,39,882
cn-north-24,ap-southeast-14,36,803
cn-north-24,ap-southeast-15,28,965
cn-north-24,ap-southeast-16,20,547
cn-north-24,ap-southeast-17,72,773
cn-north-24,ap-southeast-18,23,651
cn-north-24,ap-southeast-19,90,921
cn-north-24,ap-southeast-20,66,669
cn-north-24,ap-southeast-21,76,852
cn-north-24,ap-southeast-22,40,911
cn-north-24,ap-southeast-23,81,862
cn-north-24,ap-southeast-24,51,603
cn-north-24,af-0,93,822
cn-north-24,af-1,57,595
cn-north-24,af-2,61,504
cn-north-24,af-3,11,574
cn-north-24,af-4,36,736
cn-north-24,af-5,24,517
cn-north-24,af-6,54,693
cn-north-24,af-7,81,979
cn-north-24,af-8,19,990
cn-north-24,af-9,11,717
cn-north-24,af-10,28,733
cn-north-24,af-11,16,613
cn-north-24,af-12,96,601
cn-north-24,af-13,87,892
cn-north-24,af-14,50,928
cn-north-24,af-15,17,910
cn-north-24,af-16,13,617
cn-north-24,af-17,89,601
cn-north-24,af-18,14,523
cn-north-24,af-19,93,921
cn-north-24,af-20,64,910
cn-north-24,af-21,34,512
cn-north-24,af-22,46,885
cn-north-24,af-23,76,928
cn-north-24,af-24,62,973
cn-north-24,eu-west-0,72,885
cn-north-24,eu-west-1,13,776
cn-north-24,eu-west-2,46,992
cn-north-24,eu-west-3,24,995
cn-north-24,eu-west-4,88,502
cn-north-24,eu-west-5,58,920
cn-north-24,eu-west-6,16,712
cn-north-24,eu-west-7,60,675
cn-north-24,eu-west-8,50,602
cn-north-24,eu-west-9,42,669
cn-north-24,eu-west-10,39,605
cn-north-24,eu-west-11,77,809
cn-north-24,eu-west-12,24,901
cn-north-24,eu-west-13,64,545
cn-north-24,eu-west-14,87,740
cn-north-24,eu-west-15,11,654
cn-north-24,eu-west-16,59,575
cn-north-24,eu-west-17,83,701
cn-north-24,eu-west-18,62,698
cn-north-24,eu-west-19,34,727
cn-north-24,eu-west-20,64,673
cn-north-24,eu-west-21,49,902
cn-north-24,eu-west-22,17,864
cn-north-24,eu-west-23,52,859
cn-north-24,eu-west-24,68,791
cn-north-24,la-0,37,700
cn-north-24,la-1,85,534
cn-north-24,la-2,24,928
cn-north-24,la-3,27,992
cn-north-24,la-4,50,949
cn-north-24,la-5,54,865
cn-north-24,la-6,47,944
cn-north-24,la-7,54,777
cn-north-24,la-8,79,724
cn-north-24,la-9,19,535
cn-north-24,la-10,38,692
cn-north-24,la-11,11,823
cn-north-24,la-12,48,936
cn-north-24,la-13,31,868
cn-north-24,la-14,21,806
cn-north-24,la-15,79,834
cn-north-24,la-16,96,926
cn-north-24,la-17,46,741
cn-north-24,la-18,16,534
cn-north-24,la-19,45,546
cn-north-24,la-20,25,805
cn-north-24,la-21,64,850
cn-north-24,la-22,18,898
cn-north-24,la-23,45,535
cn-north-24,la-24,97,758
cn-north-25,cn-north-26,54,698
cn-north-25,cn-north-27,90,544
cn-north-25,cn-north-28,31,981
cn-north-25,cn-north-29,66,559
cn-north-25,cn-north-30,47,747
cn-north-25,cn-north-31,31,727
cn-north-25,cn-north-32,23,913
cn-north-25,cn-north-33,34,746
cn-north-25,cn-north-34,68,720
cn-north-25,cn-north-35,29,539
cn-north-25,cn-north-36,75,712
cn-north-25,cn-north-37,24,681
cn-north-25,cn-north-38,40,753
cn-north-25,cn-north-39,26,786
cn-north-25,cn-north-40,21,892
cn-north-25,cn-north-41,27,623
cn-north-25,cn-north-42,45,730
cn-north-25,cn-north-43,41,946
cn-north-25,cn-north-44,72,679
cn-north-25,cn-north-45,90,827
cn-north-25,cn-north-46,46,799
cn-north-25,cn-north-47,27,949
cn-north-25,cn-north-48,51,980
cn-north-25,cn-north-49,91,546
cn-north-25,cn-north-50,12,684
cn-north-25,cn-north-51,56,865
cn-north-25,cn-north-52,16,644
cn-north-25,cn-north-53,17,939
cn-north-25,cn-north-54,18,816
cn-north-25,cn-north-55,19,769
cn-north-25,cn-north-56,46,806
cn-north-25,cn-north-57,48,749
cn-north-25,cn-north-58,68,514
cn-north-25,cn-north-59,18,979
cn-north-25,cn-north-60,21,634
cn-north-25,cn-north-61,63,792
cn-north-25,cn-north-62,10,912
cn-north-25,cn-north-63,19,606
cn-north-25,cn-north-64,91,706
cn-north-25,cn-north-65,70,569
cn-north-25,cn-north-66,38,653
cn-north-25,cn-north-67,89,729
cn-north-25,cn-north-68,95,821
cn-north-25,cn-north-69,84,999
cn-north-25,cn-north-70,80,652
cn-north-25,cn-north-71,62,920
cn-north-25,cn-north-72,85,685
cn-north-25,cn-north-73,63,553
cn-north-25,cn-north-74,95,501
cn-north-25,cn-north-75,76,721
cn-north-25,cn-north-76,36,585
cn-north-25,cn-north-77,65,735
cn-north-25,cn-north-78,52,697
cn-north-25,cn-north-79,81,688
cn-north-25,cn-north-80,100,684
cn-north-25,cn-north-81,21,649
cn-north-25,cn-north-82,50,638
cn-north-25,cn-north-83,92,846
cn-north-25,cn-north-84,80,974
cn-north-25,cn-north-85,12,869
cn-north-25,cn-north-86,10,852
cn-north-25,cn-north-87,56,703
cn-north-25,cn-north-88,19,650
cn-north-25,cn-north-89,66,583
cn-north-25,cn-north-90,49,730
cn-north-25,cn-north-91,100,796
cn-north-25,cn-north-92,88,708
cn-north-25,cn-north-93,30,715
cn-north-25,cn-north-94,79,598
cn-north-25,cn-north-95,46,678
cn-north-25,cn-north-96,43,865
cn-north-25,cn-north-97,57,514
cn-north-25,cn-north-98,59,551
cn-north-25,cn-north-99,21,752
cn-north-25,cn-south-0,24,775
cn-north-25,cn-south-1,58,707
cn-north-25,cn-south-2,74,985
cn-north-25,cn-south-3,90,926
cn-north-25,cn-south-4,39,841
cn-north-25,cn-south-5,21,569
cn-north-25,cn-south-6,59,931
cn-north-25,cn-south-7,18,709
cn-north-25,cn-south-8,53,707
cn-north-25,cn-south-9,92,984
cn-north-25,cn-south-10,72,641
cn-north-25,cn-south-11,12,574
cn-north-25,cn-south-12,93,894
cn-north-25,cn-south-13,75,528
cn-north-25,cn-south-14,29,937
cn-north-25,cn-south-15,95,547
cn-north-25,cn-south-16,29,762
cn-north-25,cn-south-17,62,631
cn-north-25,cn-south-18,16,975
cn-north-25,cn-south-19,31,603
cn-north-25,cn-south-20,88,911
cn-north-25,cn-south-21,80,533
cn-north-25,cn-south-22,76,786
cn-north-25,cn-south-23,91,837
cn-north-25,cn-south-24,46,701
cn-north-25,cn-south-25,76,976
cn-north-25,cn-south-26,28,644
cn-north-25,cn-south-27,68,836
cn-north-25,cn-south-28,89,634
cn-north-25,cn-south-29,59,558
cn-north-25,cn-south-30,57,523
cn-north-25,cn-south-31,11,870
cn-north-25,cn-south-32,53,956
cn-north-25,cn-south-33,73,645
cn-north-25,cn-south-34,73,517
cn-north-25,cn-south-35,100,838
cn-north-25,cn-south-36,92,751
cn-north-25,cn-south-37,47,954
cn-north-25,cn-south-38,69,683
cn-north-25,cn-south-39,77,671
cn-north-25,cn-south-40,13,956
cn-north-25,cn-south-41,83,961
cn-north-25,cn-south-42,45,975
cn-north-25,cn-south-43,83,913
cn-north-25,cn-south-44,93,866
cn-north-25,cn-south-45,32,825
cn-north-25,cn-south-46,88,763
cn-north-25,cn-south-47,95,973
cn-north-25,cn-south-48,46,885
cn-north-25,cn-south-49,69,538
cn-north-25,cn-south-50,41,564
cn-north-25,cn-south-51,16,601
cn-north-25,cn-south-52,67,560
cn-north-25,cn-south-53,42,618
cn-north-25,cn-south-54,47,501
cn-north-25,cn-south-55,98,599
cn-north-25,cn-south-56,53,507
cn-north-25,cn-south-57,49,611
cn-north-25,cn-south-58,94,949
cn-north-25,cn-south-59,55,902
cn-north-25,cn-south-60,93,758
cn-north-25,cn-south-61,90,741
cn-north-25,cn-south-62,59,804
cn-north-25,cn-south-63,72,871
cn-north-25,cn-south-64,92,642
cn-north-25,cn-south-65,21,625
cn-north-25,cn-south-66,53,744
cn-north-25,cn-south-67,81,939
cn-north-25,cn-south-68,26,913
cn-north-25,cn-south-69,56,615
cn-north-25,cn-south-70,29,704
cn-north-25,cn-south-71,44,895
cn-north-25,cn-south-72,27,802
cn-north-25,cn-south-73,45,809
cn-north-25,cn-south-74,91,651
cn-north-25,cn-south-75,82,675
cn-north-25,cn-south-76,31,579
cn-north-25,cn-south-77,99,965
cn-north-25,cn-south-78,100,728
cn-north-25,cn-south-79,77,653
cn-north-25,cn-south-80,19,798
cn-north-25,cn-south-81,13,857
cn-north-25,cn-south-82,80,974
cn-north-25,cn-south-83,40,546
cn-north-25,cn-south-84,43,818
cn-north-25,cn-south-85,46,852
cn-north-25,cn-south-86,85,617
cn-north-25,cn-south-87,28,845
cn-north-25,cn-south-88,36,500
cn-north-25,cn-south-89,90,724
cn-north-25,cn-south-90,36,621
cn-north-25,cn-south-91,55,749
cn-north-25,cn-south-92,63,503
cn-north-25,cn-south-93,94,804
cn-north-25,cn-south-94,75,1000
cn-north-25,cn-south-95,98,898
cn-north-25,cn-south-96,83,678
cn-north-25,cn-south-97,10,950
cn-north-25,cn-south-98,36,824
cn-north-25,cn-south-99,88,921
cn-north-25,cn-east-0,98,1000
cn-north-25,cn-east-1,99,922
cn-north-25,cn-east-2,30,576
cn-north-25,cn-east-3,93,508
cn-north-25,cn-east-4,85,626
cn-north-25,cn-east-5,33,649
cn-north-25,cn-east-6,99,775
cn-north-25,cn-east-7,58,861
cn-north-25,cn-east-8,96,719
cn-north-25,cn-east-9,54,947
cn-north-25,cn-east-10,55,650
cn-north-25,cn-east-11,36,949
cn-north-25,cn-east-12,63,964
cn-north-25,cn-east-13,78,767
cn-north-25,cn-east-14,23,860
cn-north-25,cn-east-15,41,842
cn-north-25,cn-east-16,83,594
cn-north-25,cn-east-17,77,810
cn-north-25,cn-east-18,67,865
cn-north-25,cn-east-19,22,841
cn-north-25,cn-east-20,84,731
cn-north-25,cn-east-21,57,741
cn-north-25,cn-east-22,98,663
cn-north-25,cn-east-23,36,987
cn-north-25,cn-east-24,84,562
cn-north-25,cn-east-25,65,591
cn-north-25,cn-east-26,17,590
cn-north-25,cn-east-27,12,793
cn-north-25,cn-east-28,60,956
cn-north-25,cn-east-29,93,924
cn-north-25,cn-east-30,25,768
cn-north-25,cn-east-31,44,694
cn-north-25,cn-east-32,47,569
cn-north-25,cn-east-33,41,557
cn-north-25,cn-east-34,60,653
cn-north-25,cn-east-35,39,502
cn-north-25,cn-east-36,30,697
cn-north-25,cn-east-37,64,733
cn-north-25,cn-east-38,73,846
cn-north-25,cn-east-39,98,629
cn-north-25,cn-east-40,40,934
cn-north-25,cn-east-41,87,953
cn-north-25,cn-east-42,26,833
cn-north-25,cn-east-43,17,658
cn-north-25,cn-east-44,11,538
cn-north-25,cn-east-45,10,809
cn-north-25,cn-east-46,21,685
cn-north-25,cn-east-47,63,667
cn-north-25,cn-east-48,11,784
cn-north-25,cn-east-49,16,660
cn-north-25,cn-east-50,32,950
cn-north-25,cn-east-51,35,762
cn-north-25,cn-east-52,11,941
cn-north-25,cn-east-53,100,609
cn-north-25,cn-east-54,74,547
cn-north-25,cn-east-55,45,986
cn-north-25,cn-east-56,58,801
cn-north-25,cn-east-57,44,731
cn-north-25,cn-east-58,61,725
cn-north-25,cn-east-59,70,584
cn-north-25,cn-east-60,41,930
cn-north-25,cn-east-61,25,769
cn-north-25,cn-east-62,32,778
cn-north-25,cn-east-63,15,729
cn-north-25,cn-east-64,28,881
cn-north-25,cn-east-65,87,843
cn-north-25,cn-east-66,17,748
cn-north-25,cn-east-67,41,777
cn-north-25,cn-east-68,48,647
cn-north-25,cn-east-69,84,760
cn-north-25,cn-east-70,45,686
cn-north-25,cn-east-71,33,934
cn-north-25,cn-east-72,94,500
cn-north-25,cn-east-73,88,887
cn-north-25,cn-east-74,92,725
cn-north-25,cn-east-75,15,859
cn-north-25,cn-east-76,15,944
cn-north-25,cn-east-77,29,521
cn-north-25,cn-east-78,85,615
cn-north-25,cn-east-79,57,587
cn-north-25,cn-east-80,27,774
cn-north-25,cn-east-81,95,641
cn-north-25,cn-east-82,50,528
cn-north-25,cn-east-83,68,591
cn-north-25,cn-east-84,33,552
cn-north-25,cn-east-85,87,503
cn-north-25,cn-east-86,94,845
cn-north-25,cn-east-87,45,966
cn-north-25,cn-east-88,25,556
cn-north-25,cn-east-89,34,501
cn-north-25,cn-east-90,63,717
cn-north-25,cn-east-91,39,588
cn-north-25,cn-east-92,92,709
cn-north-25,cn-east-93,14,870
cn-north-25,cn-east-94,92,985
cn-north-25,cn-east-95,80,671
cn-north-25,cn-east-96,44,565
cn-north-25,cn-east-97,33,539
cn-north-25,cn-east-98,28,920
cn-north-25,cn-east-99,73,925
cn-north-25,cn-southwest-0,26,689
cn-north-25,cn-southwest-1,11,927
cn-north-25,cn-southwest-2,44,936
cn-north-25,cn-southwest-3,99,735
cn-north-25,cn-southwest-4,61,752
cn-north-25,cn-southwest-5,46,810
cn-north-25,cn-southwest-6,96,694
cn-north-25,cn-southwest-7,73,627
cn-north-25,cn-southwest-8,79,918
cn-north-25,cn-southwest-9,19,565
cn-north-25,cn-southwest-10,50,910
cn-north-25,cn-southwest-11,68,707
cn-north-25,cn-southwest-12,24,596
cn-north-25,cn-southwest-13,60,842
cn-north-25,cn-southwest-14,62,500
cn-north-25,cn-southwest-15,33,915
cn-north-25,cn-southwest-16,43,961
cn-north-25,cn-southwest-17,99,603
cn-north-25,cn-southwest-18,21,572
cn-north-25,cn-southwest-19,65,824
cn-north-25,cn-southwest-20,82,686
cn-north-25,cn-southwest-21,97,580
cn-north-25,cn-southwest-22,76,917
cn-north-25,cn-southwest-23,87,954
cn-north-25,cn-southwest-24,62,770
cn-north-25,cn-southwest-25,65,794
cn-north-25,cn-southwest-26,68,613
cn-north-25,cn-southwest-27,67,521
cn-north-25,cn-southwest-28,95,663
cn-north-25,cn-southwest-29,75,808
cn-north-25,cn-southwest-30,28,503
cn-north-25,cn-southwest-31,52,618
cn-north-25,cn-southwest-32,22,738
cn-north-25,cn-southwest-33,21,625
cn-north-25,cn-southwest-34,54,929
cn-north-25,cn-southwest-35,13,877
cn-north-25,cn-southwest-36,63,693
cn-north-25,cn-southwest-37,81,913
cn-north-25,cn-southwest-38,27,902
cn-north-25,cn-southwest-39,70,900
cn-north-25,cn-southwest-40,14,828
cn-north-25,cn-southwest-41,93,1000
cn-north-25,cn-southwest-42,24,803
cn-north-25,cn-southwest-43,13,686
cn-north-25,cn-southwest-44,14,943
cn-north-25,cn-southwest-45,40,774
cn-north-25,cn-southwest-46,68,504
cn-north-25,cn-southwest-47,58,574
cn-north-25,cn-southwest-48,87,800
cn-north-25,cn-southwest-49,58,987
cn-north-25,cn-southwest-50,46,893
cn-north-25,cn-southwest-51,82,570
cn-north-25,cn-southwest-52,40,891
cn-north-25,cn-southwest-53,11,702
cn-north-25,cn-southwest-54,100,557
cn-north-25,cn-southwest-55,39,774
cn-north-25,cn-southwest-56,85,812
cn-north-25,cn-southwest-57,34,616
cn-north-25,cn-southwest-58,55,547
cn-north-25,cn-southwest-59,51,888
cn-north-25,cn-southwest-60,61,504
cn-north-25,cn-southwest-61,57,667
cn-north-25,cn-southwest-62,97,851
cn-north-25,cn-southwest-63,54,514
cn-north-25,cn-southwest-64,98,876
cn-north-25,cn-southwest-65,25,919
cn-north-25,cn-southwest-66,70,547
cn-north-25,cn-southwest-67,82,949
cn-north-25,cn-southwest-68,31,502
cn-north-25,cn-southwest-69,17,822
cn-north-25,cn-southwest-70,52,784
cn-north-25,cn-southwest-71,34,530
cn-north-25,cn-southwest-72,86,960
cn-north-25,cn-southwest-73,65,697
cn-north-25,cn-southwest-74,17,580
cn-north-25,cn-southwest-75,63,745
cn-north-25,cn-southwest-76,32,607
cn-north-25,cn-southwest-77,64,845
cn-north-25,cn-southwest-78,76,592
cn-north-25,cn-southwest-79,86,579
cn-north-25,cn-southwest-80,51,797
cn-north-25,cn-southwest-81,43,925
cn-north-25,cn-southwest-82,74,729
cn-north-25,cn-southwest-83,31,663
cn-north-25,cn-southwest-84,44,958
cn-north-25,cn-southwest-85,81,535
cn-north-25,cn-southwest-86,34,712
cn-north-25,cn-southwest-87,17,984
cn-north-25,cn-southwest-88,51,902
cn-north-25,cn-southwest-89,70,809
cn-north-25,cn-southwest-90,96,519
cn-north-25,cn-southwest-91,45,828
cn-north-25,cn-southwest-92,40,571
cn-north-25,cn-southwest-93,62,851
cn-north-25,cn-southwest-94,79,956
cn-north-25,cn-southwest-95,58,813
cn-north-25,cn-southwest-96,82,624
cn-north-25,cn-southwest-97,37,580
cn-north-25,cn-southwest-98,67,781
cn-north-25,cn-southwest-99,86,876
cn-north-25,ap-southeast-0,33,800
cn-north-25,ap-southeast-1,96,720
cn-north-25,ap-southeast-2,52,955
cn-north-25,ap-southeast-3,23,969
cn-north-25,ap-southeast-4,69,642
cn-north-25,ap-southeast-5,65,718
cn-north-25,ap-southeast-6,64,986
cn-north-25,ap-southeast-7,67,671
cn-north-25,ap-southeast-8,67,693
cn-north-25,ap-southeast-9,19,603
cn-north-25,ap-southeast-10,60,546
cn-north-25,ap-southeast-11,43,587
cn-north-25,ap-southeast-12,28,921
cn-north-25,ap-southeast-13,41,770
cn-north-25,ap-southeast-14,12,881
cn-north-25,ap-southeast-15,49,550
cn-north-25,ap-southeast-16,86,653
cn-north-25,ap-southeast-17,79,808
cn-north-25,ap-southeast-18,55,612
cn-north-25,ap-southeast-19,60,950
cn-north-25,ap-southeast-20,20,507
cn-north-25,ap-southeast-21,50,917
cn-north-25,ap-southeast-22,81,940
cn-north-25,ap-southeast-23,65,549
cn-north-25,ap-southeast-24,35,926
cn-north-25,af-0,67,518
cn-north-25,af-1,66,696
cn-north-25,af-2,91,863
cn-north-25,af-3,29,578
cn-north-25,af-4,16,585
cn-north-25,af-5,87,793
cn-north-25,af-6,19,615
cn-north-25,af-7,83,522
cn-north-25,af-8,98,664
cn-north-25,af-9,66,530
cn-north-25,af-10,82,827
cn-north-25,af-11,66,801
cn-north-25,af-12,52,899
cn-north-25,af-13,97,639
cn-north-25,af-14,10,644
cn-north-25,af-15,30,934
cn-north-25,af-16,51,783
cn-north-25,af-17,18,554
cn-north-25,af-18,76,577
cn-north-25,af-19,70,662
cn-north-25,af-20,31,901
cn-north-25,af-21,34,920
cn-north-25,af-22,94,729
cn-north-25,af-23,53,744
cn-north-25,af-24,22,548
cn-north-25,eu-west-0,95,679
cn-north-25,eu-west-1,60,749
cn-north-25,eu-west-2,42,552
cn-north-25,eu-west-3,25,908
cn-north-25,eu-west-4,52,688
cn-north-25,eu-west-5,11,714
cn-north-25,eu-west-6,59,718
cn-north-25,eu-west-7,17,704
cn-north-25,eu-west-8,14,773
cn-north-25,eu-west-9,54,703
